문항코드,평가종류,출제단계,문항유형,감성,평가영역,정답
7656,영주용종합평가,1단계,객관식,해당없음,담화,1
7657,사전평가,3단계,객관식,긍정형,문화,2
7658,사전평가,1단계,객관식,부정형,말하기+문화,3
7659,영주용종합평가,3단계,객관식,긍정형,발음,4
7660,사전평가,3단계,객관식,긍정형,담화,3
7661,중간평가,2단계,구술형,해당없음,쓰기,4
7662,귀화용종합평가,2단계,객관식,부정형,발음,3
7663,영주용종합평가,1단계,객관식,긍정형,대한민국 국민의 기본 소양,1
7664,귀화용종합평가,3단계,객관식,부정형,문화,2
7665,사전평가,1단계,객관식,부정형,읽기,2
7666,귀화용종합평가,1단계,객관식,부정형,문화,1
7667,사전평가,1단계,객관식,부정형,대한민국 국민의 기본 소양,3
7668,사전평가,2단계,객관식,해당없음,말하기,1
7669,사전평가,2단계,객관식,부정형,말하기,2
7670,사전평가,2단계,객관식,해당없음,말하기+한국문화,2
7671,사전평가,4단계,단답형,긍정형,문법,4
7672,사전평가,3단계,객관식,해당없음,말하기+한국문화,3
7673,영주용종합평가,1단계,객관식,해당없음,어휘,2
7674,사전평가,2단계,객관식,긍정형,쓰기,2
7675,중간평가,2단계,객관식,해당없음,말하기,1
7676,사전평가,5단계-한국사회-기본,객관식,긍정형,말하기+한국문화,3
7677,사전평가,2단계,객관식,부정형,문법,2
7678,사전평가,1단계,구술형,해당없음,어휘,3
7679,사전평가,2단계,객관식,긍정형,담화,4
7680,귀화용종합평가,3단계,객관식,긍정형,말하기,1
7681,사전평가,3단계,객관식,긍정형,발음,3
7682,사전평가,1단계,작문형,부정형,말하기,1
7683,영주용종합평가,2단계,객관식,해당없음,대한민국 국민의 기본 소양,1
7684,사전평가,2단계,객관식,긍정형,말하기+문화,2
7685,사전평가,2단계,객관식,부정형,쓰기,3
7686,사전평가,2단계,객관식,부정형,말하기,4
7687,사전평가,2단계,구술형,긍정형,담화,3
7688,중간평가,2단계,단답형,부정형,읽기,4
7689,사전평가,2단계,객관식,부정형,읽기,1
7690,귀화용종합평가,3단계,객관식,긍정형,말하기+한국문화,4
7691,사전평가,2단계,객관식,부정형,어휘,4
7692,사전평가,2단계,객관식,긍정형,발음,1
7693,사전평가,4단계,단답형,해당없음,대한민국 국민의 기본 소양,3
7694,사전평가,2단계,작문형,긍정형,읽기,4
7695,사전평가,1단계,객관식,해당없음,말하기+한국문화,2
7696,사전평가,2단계,객관식,긍정형,어휘,3
7697,영주용종합평가,4단계,작문형,부정형,발음,4
7698,사전평가,1단계,객관식,해당없음,문법,1
7699,사전평가,5단계-한국사회-기본,구술형,해당없음,발음,3
7700,영주용종합평가,5단계-한국사회-심화,단답형,부정형,발음,4
7701,사전평가,1단계,객관식,긍정형,문화,1
7702,귀화용종합평가,2단계,구술형,부정형,말하기,3
7703,귀화용종합평가,2단계,객관식,긍정형,말하기,1
7704,사전평가,4단계,객관식,부정형,말하기+문화,1
7705,사전평가,5단계-한국사회-기본,객관식,긍정형,쓰기,1
7706,사전평가,5단계-한국사회-심화,객관식,해당없음,발음,1
7707,사전평가,1단계,객관식,긍정형,문법,3
7708,사전평가,5단계-한국사회-심화,객관식,해당없음,문화,2
7709,사전평가,2단계,객관식,부정형,문법,4
7710,귀화용종합평가,3단계,객관식,긍정형,문화,2
7711,중간평가,4단계,객관식,부정형,발음,3
7712,사전평가,5단계-한국사회-심화,객관식,해당없음,쓰기,3
7713,사전평가,5단계-한국사회-심화,객관식,해당없음,문화,4
7714,영주용종합평가,2단계,단답형,긍정형,쓰기,1
7715,영주용종합평가,1단계,구술형,긍정형,읽기,4
7716,영주용종합평가,3단계,객관식,해당없음,읽기,1
7717,사전평가,5단계-한국사회-기본,객관식,긍정형,문법,2
7718,사전평가,2단계,구술형,부정형,담화,4
7719,영주용종합평가,2단계,객관식,부정형,말하기+한국문화,3
7720,사전평가,2단계,객관식,해당없음,말하기+문화,4
7721,사전평가,1단계,객관식,해당없음,말하기,3
7722,사전평가,1단계,단답형,긍정형,쓰기,4
7723,사전평가,1단계,객관식,긍정형,어휘,1
7724,사전평가,4단계,작문형,해당없음,어휘,1
7725,사전평가,4단계,객관식,부정형,말하기+한국사회,3
7726,사전평가,2단계,객관식,부정형,읽기,4
7727,사전평가,5단계-한국사회-기본,객관식,긍정형,말하기+문화,4
7728,사전평가,1단계,객관식,긍정형,쓰기,3
7729,사전평가,1단계,객관식,해당없음,말하기+한국사회,4
7730,귀화용종합평가,2단계,단답형,긍정형,말하기+문화,1
7731,중간평가,3단계,객관식,부정형,문화,3
7732,영주용종합평가,2단계,객관식,해당없음,문화,1
7733,영주용종합평가,3단계,객관식,부정형,쓰기,2
7734,사전평가,3단계,객관식,부정형,말하기+한국문화,4
7735,중간평가,4단계,단답형,해당없음,말하기,1
7736,영주용종합평가,4단계,객관식,긍정형,말하기+한국문화,4
7737,귀화용종합평가,2단계,객관식,해당없음,발음,4
7738,사전평가,1단계,객관식,해당없음,대한민국 국민의 기본 소양,3
7739,영주용종합평가,1단계,구술형,부정형,담화,4
7740,사전평가,5단계-한국사회-기본,객관식,해당없음,말하기+한국사회,2
7741,사전평가,4단계,객관식,해당없음,말하기+한국문화,1
7742,사전평가,4단계,작문형,해당없음,문법,4
7743,사전평가,1단계,객관식,부정형,쓰기,3
7744,사전평가,1단계,객관식,부정형,담화,3
7745,중간평가,3단계,작문형,부정형,말하기,2
7746,사전평가,4단계,단답형,긍정형,발음,2
7747,사전평가,2단계,객관식,부정형,문화,3
7748,영주용종합평가,3단계,단답형,긍정형,말하기,1
7749,사전평가,1단계,객관식,해당없음,말하기+한국사회,4
7750,중간평가,3단계,구술형,긍정형,말하기+한국사회,1
7751,사전평가,2단계,객관식,부정형,읽기,3
7752,사전평가,2단계,구술형,해당없음,쓰기,4
7753,사전평가,2단계,객관식,부정형,발음,3
7754,사전평가,5단계-한국사회-기본,객관식,부정형,말하기+문화,3
7755,사전평가,1단계,객관식,해당없음,담화,4
7756,영주용종합평가,2단계,객관식,해당없음,쓰기,2
7757,사전평가,3단계,객관식,긍정형,발음,2
7758,사전평가,1단계,객관식,해당없음,문화,2
7759,중간평가,2단계,구술형,긍정형,말하기+한국문화,4
7760,귀화용종합평가,2단계,객관식,긍정형,어휘,2
7761,사전평가,4단계,작문형,해당없음,말하기+한국사회,1
7762,사전평가,2단계,객관식,긍정형,쓰기,3
7763,사전평가,3단계,객관식,긍정형,읽기,3
7764,영주용종합평가,1단계,작문형,긍정형,말하기,2
7765,중간평가,3단계,객관식,부정형,문법,3
7766,영주용종합평가,4단계,구술형,긍정형,발음,3
7767,사전평가,1단계,작문형,부정형,발음,4
7768,사전평가,3단계,단답형,부정형,쓰기,4
7769,사전평가,2단계,객관식,긍정형,문법,2
7770,사전평가,1단계,객관식,긍정형,어휘,2
7771,사전평가,3단계,객관식,해당없음,담화,3
7772,중간평가,1단계,작문형,부정형,쓰기,1
7773,사전평가,3단계,객관식,부정형,담화,1
7774,사전평가,3단계,객관식,부정형,담화,2
7775,사전평가,2단계,작문형,해당없음,말하기+한국문화,2
7776,사전평가,3단계,단답형,해당없음,읽기,4
7777,사전평가,5단계-한국사회-기본,단답형,해당없음,말하기,4
7778,귀화용종합평가,2단계,객관식,부정형,발음,4
7779,사전평가,3단계,객관식,긍정형,읽기,4
7780,사전평가,1단계,객관식,긍정형,문법,3
7781,사전평가,1단계,객관식,해당없음,어휘,2
7782,사전평가,5단계-한국사회-기본,객관식,부정형,읽기,3
7783,사전평가,5단계-한국사회-심화,객관식,해당없음,어휘,4
7784,사전평가,1단계,구술형,해당없음,문법,1
7785,사전평가,1단계,객관식,긍정형,말하기+한국사회,1
7786,사전평가,2단계,객관식,해당없음,담화,1
7787,사전평가,3단계,객관식,긍정형,담화,3
7788,사전평가,1단계,객관식,부정형,말하기+한국문화,4
7789,사전평가,3단계,객관식,부정형,어휘,4
7790,영주용종합평가,3단계,객관식,해당없음,말하기+문화,3
7791,사전평가,4단계,객관식,부정형,읽기,4
7792,귀화용종합평가,2단계,객관식,부정형,말하기+한국문화,1
7793,사전평가,3단계,객관식,긍정형,말하기+한국문화,4
7794,사전평가,2단계,객관식,해당없음,문화,2
7795,사전평가,1단계,객관식,긍정형,말하기+한국문화,1
7796,사전평가,3단계,객관식,해당없음,읽기,1
7797,귀화용종합평가,5단계-한국사회-심화,구술형,부정형,문법,4
7798,사전평가,3단계,구술형,긍정형,문법,2
7799,사전평가,2단계,객관식,긍정형,문법,2
7800,사전평가,5단계-한국사회-심화,객관식,해당없음,말하기+문화,2
7801,사전평가,4단계,객관식,해당없음,대한민국 국민의 기본 소양,1
7802,사전평가,2단계,구술형,해당없음,말하기+문화,4
7803,사전평가,2단계,객관식,해당없음,말하기+한국문화,3
7804,사전평가,1단계,단답형,긍정형,말하기+한국문화,3
7805,영주용종합평가,1단계,작문형,긍정형,문화,1
7806,귀화용종합평가,3단계,작문형,긍정형,담화,1
7807,사전평가,2단계,객관식,해당없음,말하기+한국문화,1
7808,사전평가,2단계,객관식,부정형,말하기+한국사회,4
7809,사전평가,4단계,객관식,부정형,쓰기,4
7810,사전평가,1단계,단답형,부정형,읽기,3
7811,영주용종합평가,1단계,객관식,해당없음,쓰기,1
7812,중간평가,1단계,객관식,부정형,발음,4
7813,중간평가,1단계,객관식,해당없음,말하기,1
7814,중간평가,3단계,구술형,해당없음,말하기+한국사회,2
7815,사전평가,4단계,작문형,긍정형,어휘,4
7816,사전평가,3단계,작문형,부정형,발음,2
7817,사전평가,3단계,객관식,부정형,대한민국 국민의 기본 소양,4
7818,사전평가,1단계,단답형,부정형,말하기+문화,1
7819,사전평가,1단계,객관식,긍정형,말하기+한국사회,2
7820,사전평가,4단계,작문형,부정형,담화,2
7821,사전평가,5단계-한국사회-기본,객관식,해당없음,어휘,1
7822,사전평가,1단계,객관식,긍정형,대한민국 국민의 기본 소양,3
7823,중간평가,3단계,객관식,해당없음,대한민국 국민의 기본 소양,3
7824,사전평가,4단계,객관식,해당없음,말하기+문화,3
7825,사전평가,2단계,작문형,긍정형,대한민국 국민의 기본 소양,3
7826,사전평가,1단계,단답형,해당없음,말하기+문화,4
7827,사전평가,4단계,단답형,해당없음,대한민국 국민의 기본 소양,1
7828,사전평가,2단계,객관식,부정형,말하기+문화,1
7829,사전평가,4단계,객관식,해당없음,대한민국 국민의 기본 소양,1
7830,사전평가,2단계,객관식,해당없음,읽기,4
7831,영주용종합평가,3단계,작문형,부정형,문법,3
7832,사전평가,1단계,작문형,해당없음,어휘,1
7833,사전평가,4단계,객관식,부정형,대한민국 국민의 기본 소양,4
7834,사전평가,5단계-한국사회-기본,객관식,긍정형,문법,1
7835,사전평가,1단계,작문형,긍정형,말하기,1
7836,영주용종합평가,2단계,객관식,해당없음,말하기+한국사회,3
7837,사전평가,2단계,단답형,긍정형,문화,3
7838,중간평가,1단계,객관식,긍정형,말하기+한국문화,3
7839,영주용종합평가,3단계,객관식,부정형,쓰기,1
7840,귀화용종합평가,1단계,객관식,해당없음,담화,2
7841,중간평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,3
7842,사전평가,5단계-한국사회-심화,객관식,긍정형,읽기,1
7843,사전평가,4단계,단답형,부정형,대한민국 국민의 기본 소양,4
7844,중간평가,3단계,구술형,해당없음,어휘,3
7845,사전평가,1단계,객관식,부정형,문화,3
7846,사전평가,1단계,객관식,부정형,문화,3
7847,사전평가,3단계,객관식,긍정형,쓰기,1
7848,사전평가,4단계,객관식,부정형,문화,2
7849,사전평가,3단계,객관식,해당없음,말하기+문화,4
7850,사전평가,3단계,객관식,부정형,문법,1
7851,중간평가,3단계,객관식,긍정형,어휘,1
7852,사전평가,5단계-한국사회-심화,단답형,부정형,쓰기,3
7853,영주용종합평가,3단계,객관식,해당없음,읽기,4
7854,귀화용종합평가,2단계,객관식,긍정형,읽기,1
7855,사전평가,2단계,작문형,부정형,말하기+한국사회,4
7856,사전평가,1단계,객관식,부정형,문화,1
7857,사전평가,4단계,객관식,해당없음,말하기+한국문화,2
7858,사전평가,3단계,구술형,해당없음,말하기+한국사회,4
7859,사전평가,3단계,객관식,해당없음,어휘,2
7860,영주용종합평가,1단계,단답형,긍정형,담화,3
7861,사전평가,4단계,객관식,부정형,담화,3
7862,사전평가,2단계,객관식,긍정형,어휘,4
7863,사전평가,2단계,단답형,긍정형,읽기,1
7864,사전평가,1단계,객관식,부정형,말하기+한국문화,1
7865,사전평가,1단계,객관식,긍정형,담화,4
7866,사전평가,3단계,객관식,해당없음,말하기,2
7867,사전평가,2단계,객관식,해당없음,말하기,1
7868,중간평가,1단계,구술형,긍정형,읽기,1
7869,사전평가,5단계-한국사회-심화,단답형,부정형,말하기,3
7870,사전평가,1단계,객관식,부정형,말하기,2
7871,사전평가,3단계,객관식,부정형,말하기+한국사회,4
7872,사전평가,1단계,객관식,긍정형,읽기,2
7873,사전평가,2단계,단답형,부정형,문법,3
7874,사전평가,2단계,객관식,해당없음,말하기,3
7875,중간평가,1단계,객관식,해당없음,말하기+문화,1
7876,사전평가,1단계,작문형,부정형,말하기,3
7877,영주용종합평가,2단계,객관식,부정형,발음,1
7878,사전평가,1단계,객관식,긍정형,문화,2
7879,사전평가,1단계,작문형,부정형,말하기+한국문화,2
7880,사전평가,1단계,객관식,긍정형,말하기+한국사회,3
7881,중간평가,2단계,객관식,부정형,쓰기,2
7882,사전평가,2단계,객관식,긍정형,담화,3
7883,사전평가,4단계,객관식,부정형,담화,3
7884,사전평가,3단계,객관식,해당없음,말하기+한국사회,4
7885,사전평가,2단계,객관식,부정형,문법,1
7886,영주용종합평가,2단계,구술형,긍정형,말하기+문화,4
7887,귀화용종합평가,3단계,객관식,긍정형,발음,4
7888,중간평가,2단계,객관식,긍정형,말하기+한국사회,1
7889,사전평가,3단계,객관식,해당없음,대한민국 국민의 기본 소양,3
7890,사전평가,1단계,객관식,긍정형,말하기,2
7891,사전평가,3단계,단답형,부정형,쓰기,4
7892,중간평가,2단계,객관식,해당없음,문법,4
7893,영주용종합평가,5단계-한국사회-심화,구술형,부정형,대한민국 국민의 기본 소양,2
7894,사전평가,5단계-한국사회-심화,객관식,긍정형,말하기+한국문화,2
7895,사전평가,1단계,객관식,긍정형,발음,1
7896,사전평가,1단계,구술형,부정형,말하기,1
7897,사전평가,5단계-한국사회-기본,구술형,부정형,대한민국 국민의 기본 소양,1
7898,사전평가,3단계,객관식,긍정형,대한민국 국민의 기본 소양,3
7899,귀화용종합평가,2단계,객관식,긍정형,문법,3
7900,영주용종합평가,2단계,객관식,해당없음,문화,4
7901,사전평가,2단계,객관식,해당없음,담화,3
7902,사전평가,3단계,객관식,부정형,문법,2
7903,사전평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,1
7904,사전평가,1단계,객관식,해당없음,문화,4
7905,중간평가,5단계-한국사회-심화,객관식,해당없음,문법,4
7906,사전평가,5단계-한국사회-심화,객관식,해당없음,말하기+문화,2
7907,사전평가,5단계-한국사회-심화,객관식,부정형,발음,2
7908,사전평가,5단계-한국사회-기본,객관식,부정형,문화,2
7909,사전평가,2단계,객관식,긍정형,문화,4
7910,귀화용종합평가,1단계,단답형,해당없음,말하기,3
7911,사전평가,1단계,객관식,부정형,담화,2
7912,영주용종합평가,5단계-한국사회-기본,객관식,해당없음,말하기+한국사회,1
7913,사전평가,2단계,구술형,해당없음,쓰기,3
7914,사전평가,4단계,작문형,긍정형,담화,1
7915,사전평가,4단계,단답형,긍정형,말하기+한국문화,2
7916,사전평가,3단계,작문형,부정형,읽기,2
7917,영주용종합평가,1단계,구술형,해당없음,말하기+문화,4
7918,사전평가,1단계,객관식,긍정형,말하기+한국문화,4
7919,귀화용종합평가,3단계,객관식,해당없음,담화,3
7920,사전평가,1단계,객관식,긍정형,말하기+한국문화,2
7921,귀화용종합평가,2단계,객관식,긍정형,담화,4
7922,사전평가,4단계,객관식,긍정형,문법,2
7923,사전평가,2단계,객관식,긍정형,어휘,4
7924,중간평가,2단계,작문형,해당없음,말하기+한국사회,4
7925,사전평가,3단계,객관식,부정형,말하기+한국문화,1
7926,사전평가,3단계,객관식,해당없음,말하기+문화,2
7927,사전평가,4단계,객관식,부정형,담화,1
7928,귀화용종합평가,4단계,단답형,해당없음,말하기,3
7929,영주용종합평가,4단계,객관식,부정형,말하기+한국문화,3
7930,사전평가,2단계,객관식,해당없음,말하기+한국문화,2
7931,귀화용종합평가,1단계,객관식,긍정형,말하기+한국문화,4
7932,중간평가,2단계,구술형,해당없음,대한민국 국민의 기본 소양,1
7933,사전평가,1단계,객관식,긍정형,말하기+문화,2
7934,사전평가,4단계,객관식,부정형,쓰기,2
7935,영주용종합평가,2단계,객관식,해당없음,읽기,3
7936,영주용종합평가,3단계,구술형,긍정형,읽기,2
7937,중간평가,2단계,객관식,긍정형,담화,1
7938,사전평가,3단계,객관식,긍정형,발음,3
7939,사전평가,3단계,객관식,해당없음,읽기,4
7940,사전평가,1단계,객관식,해당없음,말하기,4
7941,사전평가,2단계,객관식,긍정형,말하기+한국문화,2
7942,중간평가,5단계-한국사회-심화,구술형,부정형,말하기+한국사회,4
7943,사전평가,1단계,객관식,해당없음,읽기,3
7944,사전평가,3단계,객관식,긍정형,어휘,4
7945,중간평가,3단계,객관식,긍정형,어휘,2
7946,사전평가,2단계,객관식,부정형,어휘,1
7947,사전평가,3단계,객관식,긍정형,말하기+한국문화,1
7948,사전평가,1단계,객관식,긍정형,발음,2
7949,사전평가,1단계,객관식,긍정형,말하기+한국사회,4
7950,귀화용종합평가,2단계,객관식,해당없음,대한민국 국민의 기본 소양,4
7951,영주용종합평가,5단계-한국사회-심화,객관식,부정형,말하기+문화,2
7952,중간평가,3단계,단답형,부정형,쓰기,4
7953,사전평가,5단계-한국사회-심화,객관식,해당없음,어휘,2
7954,사전평가,4단계,객관식,해당없음,문화,3
7955,귀화용종합평가,1단계,객관식,해당없음,어휘,4
7956,사전평가,3단계,구술형,긍정형,발음,1
7957,사전평가,3단계,객관식,해당없음,말하기+문화,2
7958,사전평가,2단계,작문형,긍정형,문화,1
7959,귀화용종합평가,1단계,단답형,해당없음,발음,4
7960,사전평가,4단계,구술형,부정형,말하기+한국문화,2
7961,사전평가,1단계,객관식,해당없음,어휘,2
7962,영주용종합평가,2단계,구술형,부정형,문법,2
7963,귀화용종합평가,1단계,객관식,해당없음,문화,2
7964,사전평가,1단계,객관식,해당없음,쓰기,2
7965,중간평가,5단계-한국사회-기본,객관식,부정형,말하기+한국문화,2
7966,사전평가,4단계,객관식,부정형,발음,1
7967,사전평가,2단계,객관식,긍정형,읽기,3
7968,사전평가,1단계,작문형,긍정형,말하기+한국사회,3
7969,중간평가,5단계-한국사회-기본,구술형,부정형,쓰기,3
7970,사전평가,1단계,객관식,긍정형,말하기+한국문화,3
7971,사전평가,3단계,객관식,부정형,말하기+한국문화,2
7972,사전평가,5단계-한국사회-심화,객관식,긍정형,쓰기,1
7973,사전평가,4단계,작문형,해당없음,발음,4
7974,사전평가,2단계,객관식,긍정형,말하기+한국문화,3
7975,사전평가,3단계,객관식,부정형,담화,2
7976,사전평가,5단계-한국사회-기본,객관식,긍정형,문법,1
7977,영주용종합평가,1단계,객관식,부정형,쓰기,2
7978,사전평가,2단계,객관식,부정형,문화,4
7979,영주용종합평가,2단계,객관식,해당없음,발음,3
7980,귀화용종합평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,3
7981,사전평가,1단계,객관식,부정형,담화,3
7982,사전평가,2단계,객관식,부정형,말하기+한국사회,1
7983,사전평가,3단계,객관식,해당없음,말하기+한국문화,3
7984,사전평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,2
7985,사전평가,5단계-한국사회-심화,객관식,긍정형,말하기+한국문화,4
7986,사전평가,2단계,객관식,긍정형,담화,2
7987,귀화용종합평가,2단계,구술형,긍정형,읽기,1
7988,사전평가,1단계,객관식,긍정형,쓰기,2
7989,사전평가,1단계,객관식,해당없음,담화,4
7990,사전평가,2단계,객관식,해당없음,말하기+한국사회,1
7991,영주용종합평가,5단계-한국사회-심화,객관식,해당없음,쓰기,3
7992,사전평가,2단계,단답형,해당없음,담화,4
7993,사전평가,1단계,객관식,부정형,어휘,3
7994,사전평가,2단계,객관식,긍정형,문화,1
7995,사전평가,3단계,객관식,부정형,발음,4
7996,사전평가,1단계,단답형,부정형,문법,1
7997,사전평가,3단계,객관식,부정형,담화,3
7998,귀화용종합평가,5단계-한국사회-기본,객관식,부정형,쓰기,4
7999,영주용종합평가,2단계,객관식,긍정형,쓰기,4
8000,사전평가,2단계,객관식,부정형,읽기,4
8001,영주용종합평가,1단계,단답형,해당없음,대한민국 국민의 기본 소양,1
8002,영주용종합평가,3단계,객관식,해당없음,말하기+문화,3
8003,중간평가,3단계,객관식,부정형,발음,3
8004,사전평가,2단계,객관식,해당없음,읽기,2
8005,사전평가,2단계,객관식,해당없음,문화,3
8006,귀화용종합평가,2단계,객관식,긍정형,어휘,2
8007,중간평가,1단계,객관식,해당없음,말하기+한국문화,1
8008,사전평가,2단계,객관식,부정형,어휘,1
8009,중간평가,3단계,객관식,해당없음,대한민국 국민의 기본 소양,1
8010,사전평가,5단계-한국사회-기본,객관식,긍정형,대한민국 국민의 기본 소양,4
8011,영주용종합평가,3단계,객관식,부정형,말하기+한국사회,2
8012,사전평가,3단계,작문형,해당없음,문화,4
8013,사전평가,2단계,객관식,긍정형,말하기+한국문화,1
8014,사전평가,1단계,구술형,긍정형,어휘,2
8015,귀화용종합평가,5단계-한국사회-기본,객관식,해당없음,어휘,3
8016,귀화용종합평가,4단계,객관식,부정형,말하기+한국문화,3
8017,사전평가,3단계,단답형,긍정형,문화,4
8018,사전평가,1단계,단답형,긍정형,쓰기,4
8019,중간평가,1단계,객관식,부정형,말하기+문화,1
8020,귀화용종합평가,4단계,객관식,부정형,말하기+한국문화,3
8021,귀화용종합평가,1단계,작문형,해당없음,담화,4
8022,사전평가,1단계,객관식,해당없음,문법,2
8023,사전평가,1단계,객관식,부정형,말하기,1
8024,사전평가,4단계,객관식,긍정형,읽기,2
8025,사전평가,1단계,객관식,부정형,말하기,4
8026,사전평가,4단계,객관식,부정형,대한민국 국민의 기본 소양,4
8027,사전평가,2단계,객관식,부정형,문화,3
8028,사전평가,2단계,객관식,해당없음,말하기,4
8029,사전평가,3단계,객관식,해당없음,말하기,3
8030,사전평가,1단계,구술형,해당없음,어휘,2
8031,사전평가,2단계,객관식,해당없음,발음,3
8032,영주용종합평가,5단계-한국사회-심화,객관식,긍정형,읽기,2
8033,영주용종합평가,1단계,객관식,부정형,말하기+한국문화,2
8034,사전평가,1단계,구술형,해당없음,말하기+문화,1
8035,사전평가,3단계,객관식,긍정형,발음,1
8036,영주용종합평가,3단계,작문형,부정형,말하기,1
8037,사전평가,1단계,객관식,부정형,담화,4
8038,사전평가,5단계-한국사회-기본,작문형,긍정형,말하기+한국사회,3
8039,영주용종합평가,3단계,객관식,긍정형,문법,1
8040,사전평가,1단계,객관식,해당없음,발음,1
8041,영주용종합평가,4단계,구술형,긍정형,어휘,1
8042,중간평가,2단계,객관식,부정형,말하기+문화,4
8043,중간평가,5단계-한국사회-기본,단답형,부정형,담화,1
8044,사전평가,2단계,객관식,해당없음,발음,4
8045,영주용종합평가,3단계,작문형,해당없음,말하기+한국사회,3
8046,영주용종합평가,2단계,객관식,해당없음,문화,3
8047,사전평가,1단계,객관식,해당없음,말하기+한국문화,3
8048,영주용종합평가,5단계-한국사회-기본,단답형,부정형,어휘,1
8049,사전평가,1단계,객관식,해당없음,말하기,2
8050,사전평가,3단계,객관식,긍정형,말하기,2
8051,사전평가,1단계,객관식,부정형,말하기,4
8052,사전평가,3단계,객관식,긍정형,읽기,1
8053,귀화용종합평가,3단계,객관식,해당없음,담화,4
8054,사전평가,1단계,객관식,긍정형,어휘,4
8055,귀화용종합평가,2단계,객관식,부정형,말하기+문화,3
8056,사전평가,3단계,단답형,해당없음,어휘,3
8057,사전평가,1단계,작문형,해당없음,문법,3
8058,사전평가,2단계,객관식,긍정형,발음,3
8059,사전평가,1단계,구술형,해당없음,말하기+한국사회,4
8060,영주용종합평가,2단계,객관식,긍정형,발음,4
8061,사전평가,2단계,구술형,부정형,어휘,4
8062,사전평가,2단계,객관식,해당없음,읽기,3
8063,사전평가,5단계-한국사회-기본,구술형,긍정형,대한민국 국민의 기본 소양,4
8064,사전평가,2단계,객관식,해당없음,말하기,2
8065,영주용종합평가,3단계,객관식,부정형,읽기,1
8066,중간평가,1단계,작문형,부정형,말하기+한국문화,1
8067,사전평가,1단계,객관식,긍정형,말하기+한국문화,4
8068,사전평가,2단계,단답형,긍정형,담화,1
8069,사전평가,1단계,객관식,긍정형,말하기+한국문화,1
8070,사전평가,3단계,객관식,부정형,어휘,1
8071,사전평가,5단계-한국사회-심화,객관식,긍정형,담화,3
8072,사전평가,3단계,구술형,해당없음,말하기+문화,1
8073,사전평가,3단계,구술형,해당없음,어휘,2
8074,사전평가,1단계,작문형,긍정형,말하기,3
8075,사전평가,3단계,객관식,부정형,발음,1
8076,사전평가,4단계,객관식,긍정형,어휘,2
8077,사전평가,1단계,객관식,부정형,어휘,2
8078,귀화용종합평가,3단계,객관식,긍정형,발음,2
8079,사전평가,1단계,객관식,긍정형,문법,2
8080,귀화용종합평가,1단계,객관식,긍정형,대한민국 국민의 기본 소양,1
8081,중간평가,3단계,객관식,부정형,어휘,3
8082,사전평가,2단계,객관식,해당없음,읽기,3
8083,사전평가,3단계,구술형,긍정형,대한민국 국민의 기본 소양,1
8084,사전평가,2단계,작문형,부정형,읽기,1
8085,사전평가,5단계-한국사회-기본,객관식,부정형,말하기+한국문화,4
8086,영주용종합평가,3단계,객관식,부정형,쓰기,2
8087,중간평가,2단계,단답형,부정형,발음,1
8088,사전평가,1단계,객관식,해당없음,문법,4
8089,사전평가,1단계,작문형,해당없음,말하기+문화,1
8090,영주용종합평가,1단계,객관식,해당없음,대한민국 국민의 기본 소양,3
8091,사전평가,4단계,객관식,부정형,문화,4
8092,사전평가,2단계,객관식,해당없음,문화,4
8093,사전평가,5단계-한국사회-심화,객관식,긍정형,담화,4
8094,사전평가,4단계,객관식,해당없음,대한민국 국민의 기본 소양,4
8095,사전평가,1단계,객관식,부정형,문법,1
8096,사전평가,3단계,객관식,부정형,문화,2
8097,사전평가,4단계,객관식,해당없음,말하기+문화,4
8098,중간평가,1단계,객관식,긍정형,문법,1
8099,사전평가,2단계,객관식,해당없음,발음,3
8100,사전평가,1단계,객관식,부정형,대한민국 국민의 기본 소양,1
8101,사전평가,2단계,객관식,부정형,말하기,1
8102,사전평가,2단계,작문형,긍정형,읽기,1
8103,사전평가,2단계,구술형,부정형,말하기+한국사회,1
8104,사전평가,3단계,단답형,부정형,대한민국 국민의 기본 소양,4
8105,중간평가,4단계,객관식,긍정형,대한민국 국민의 기본 소양,2
8106,사전평가,2단계,객관식,부정형,말하기+한국문화,3
8107,사전평가,1단계,단답형,긍정형,문화,4
8108,영주용종합평가,1단계,구술형,해당없음,문법,1
8109,귀화용종합평가,2단계,단답형,긍정형,읽기,1
8110,사전평가,1단계,객관식,부정형,말하기+한국사회,3
8111,귀화용종합평가,3단계,객관식,해당없음,발음,3
8112,사전평가,2단계,객관식,부정형,발음,1
8113,사전평가,2단계,객관식,부정형,담화,2
8114,귀화용종합평가,2단계,객관식,부정형,어휘,2
8115,사전평가,3단계,구술형,긍정형,쓰기,3
8116,사전평가,1단계,객관식,해당없음,말하기,1
8117,귀화용종합평가,3단계,객관식,부정형,문화,2
8118,귀화용종합평가,3단계,객관식,부정형,담화,4
8119,사전평가,2단계,객관식,부정형,문법,4
8120,사전평가,3단계,객관식,긍정형,말하기+한국문화,2
8121,사전평가,1단계,객관식,긍정형,말하기,1
