문항코드,평가종류,출제단계,문항유형,감성,평가영역,정답
46285,영주용종합평가,3단계,작문형,부정형,문법,3
46286,영주용종합평가,1단계,구술형,긍정형,말하기+문화,4
46287,귀화용종합평가,2단계,단답형,해당없음,대한민국 국민의 기본 소양,3
46288,사전평가,1단계,객관식,긍정형,말하기+한국문화,1
46289,사전평가,4단계,객관식,해당없음,쓰기,3
46290,사전평가,5단계-한국사회-심화,객관식,부정형,말하기,1
46291,사전평가,3단계,객관식,해당없음,말하기,4
46292,영주용종합평가,3단계,구술형,긍정형,문화,1
46293,사전평가,1단계,구술형,부정형,말하기+문화,3
46294,사전평가,4단계,객관식,긍정형,발음,3
46295,사전평가,4단계,객관식,긍정형,문화,3
46296,사전평가,1단계,객관식,해당없음,말하기,1
46297,사전평가,5단계-한국사회-심화,객관식,긍정형,발음,3
46298,중간평가,2단계,객관식,부정형,문법,4
46299,사전평가,1단계,작문형,부정형,말하기+문화,2
46300,사전평가,5단계-한국사회-기본,객관식,긍정형,말하기+한국문화,3
46301,사전평가,2단계,객관식,부정형,말하기,3
46302,사전평가,3단계,객관식,해당없음,발음,3
46303,사전평가,1단계,객관식,부정형,문법,3
46304,사전평가,2단계,객관식,긍정형,쓰기,2
46305,사전평가,2단계,객관식,해당없음,말하기+한국문화,3
46306,사전평가,2단계,구술형,부정형,말하기+한국문화,4
46307,중간평가,2단계,작문형,해당없음,어휘,3
46308,사전평가,2단계,객관식,해당없음,읽기,4
46309,귀화용종합평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,4
46310,사전평가,3단계,객관식,해당없음,읽기,4
46311,사전평가,2단계,객관식,해당없음,어휘,2
46312,영주용종합평가,2단계,객관식,긍정형,발음,4
46313,사전평가,1단계,객관식,부정형,말하기+한국사회,1
46314,사전평가,2단계,객관식,해당없음,읽기,1
46315,사전평가,4단계,객관식,긍정형,말하기+한국문화,1
46316,사전평가,3단계,객관식,해당없음,쓰기,4
46317,중간평가,3단계,단답형,해당없음,발음,1
46318,사전평가,3단계,구술형,긍정형,담화,2
46319,사전평가,4단계,객관식,해당없음,말하기+문화,1
46320,사전평가,1단계,구술형,부정형,읽기,4
46321,영주용종합평가,2단계,작문형,해당없음,담화,4
46322,사전평가,5단계-한국사회-심화,객관식,긍정형,발음,2
46323,중간평가,4단계,객관식,긍정형,쓰기,3
46324,사전평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,2
46325,사전평가,2단계,객관식,부정형,문법,4
46326,귀화용종합평가,1단계,객관식,부정형,발음,2
46327,사전평가,1단계,객관식,긍정형,문화,2
46328,중간평가,1단계,구술형,부정형,읽기,1
46329,사전평가,5단계-한국사회-기본,작문형,긍정형,말하기+한국문화,3
46330,중간평가,2단계,구술형,부정형,발음,4
46331,사전평가,4단계,객관식,해당없음,담화,2
46332,귀화용종합평가,2단계,구술형,긍정형,쓰기,3
46333,사전평가,2단계,객관식,긍정형,말하기+한국사회,4
46334,사전평가,1단계,객관식,해당없음,말하기+한국문화,3
46335,사전평가,1단계,객관식,긍정형,문법,3
46336,귀화용종합평가,1단계,객관식,긍정형,말하기+한국문화,1
46337,영주용종합평가,1단계,구술형,긍정형,읽기,2
46338,영주용종합평가,4단계,객관식,해당없음,쓰기,4
46339,중간평가,1단계,구술형,긍정형,문화,4
46340,사전평가,2단계,객관식,긍정형,담화,4
46341,중간평가,2단계,단답형,부정형,말하기,4
46342,사전평가,5단계-한국사회-심화,객관식,긍정형,대한민국 국민의 기본 소양,3
46343,사전평가,1단계,구술형,부정형,쓰기,4
46344,귀화용종합평가,2단계,객관식,긍정형,말하기+한국문화,1
46345,사전평가,3단계,객관식,긍정형,쓰기,2
46346,중간평가,1단계,객관식,긍정형,문법,3
46347,사전평가,3단계,객관식,부정형,말하기,2
46348,영주용종합평가,2단계,객관식,해당없음,말하기+문화,2
46349,귀화용종합평가,1단계,객관식,부정형,담화,4
46350,사전평가,1단계,객관식,긍정형,말하기+한국문화,3
46351,사전평가,5단계-한국사회-심화,객관식,해당없음,어휘,2
46352,귀화용종합평가,1단계,객관식,부정형,쓰기,4
46353,사전평가,1단계,객관식,긍정형,말하기,4
46354,중간평가,1단계,객관식,해당없음,어휘,1
46355,사전평가,4단계,작문형,해당없음,말하기+문화,2
46356,사전평가,2단계,작문형,부정형,말하기+한국사회,4
46357,중간평가,5단계-한국사회-기본,객관식,해당없음,문법,4
46358,사전평가,1단계,객관식,부정형,문법,3
46359,영주용종합평가,2단계,객관식,해당없음,말하기+한국사회,3
46360,사전평가,2단계,객관식,긍정형,어휘,1
46361,중간평가,3단계,객관식,해당없음,문법,4
46362,중간평가,2단계,객관식,긍정형,말하기+한국문화,4
46363,사전평가,4단계,객관식,해당없음,어휘,3
46364,사전평가,2단계,객관식,부정형,말하기+한국사회,1
46365,중간평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,4
46366,사전평가,1단계,객관식,부정형,읽기,1
46367,사전평가,2단계,객관식,해당없음,문화,2
46368,사전평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,2
46369,사전평가,2단계,객관식,부정형,말하기,4
46370,중간평가,3단계,단답형,긍정형,문화,2
46371,사전평가,3단계,객관식,긍정형,문화,4
46372,영주용종합평가,1단계,객관식,해당없음,말하기+문화,1
46373,사전평가,2단계,구술형,부정형,말하기+문화,1
46374,귀화용종합평가,5단계-한국사회-심화,객관식,부정형,담화,4
46375,귀화용종합평가,1단계,객관식,부정형,문화,3
46376,사전평가,2단계,객관식,해당없음,말하기,2
46377,사전평가,1단계,객관식,부정형,발음,3
46378,사전평가,1단계,객관식,해당없음,말하기,4
46379,영주용종합평가,2단계,객관식,긍정형,말하기+한국문화,1
46380,영주용종합평가,4단계,객관식,해당없음,말하기,2
46381,사전평가,1단계,객관식,해당없음,발음,3
46382,사전평가,2단계,객관식,부정형,어휘,3
46383,영주용종합평가,1단계,단답형,부정형,어휘,1
46384,사전평가,1단계,단답형,긍정형,담화,1
46385,중간평가,1단계,객관식,긍정형,말하기,2
46386,사전평가,3단계,단답형,긍정형,말하기,4
46387,사전평가,2단계,구술형,부정형,문화,2
46388,사전평가,3단계,객관식,부정형,말하기+한국문화,2
46389,사전평가,1단계,단답형,긍정형,읽기,4
46390,귀화용종합평가,1단계,객관식,부정형,말하기+문화,1
46391,영주용종합평가,1단계,객관식,해당없음,읽기,1
46392,사전평가,3단계,객관식,해당없음,말하기+한국문화,3
46393,사전평가,1단계,객관식,해당없음,말하기+한국사회,1
46394,사전평가,1단계,객관식,긍정형,말하기+문화,1
46395,사전평가,2단계,구술형,부정형,대한민국 국민의 기본 소양,1
46396,사전평가,1단계,객관식,부정형,말하기,2
46397,귀화용종합평가,3단계,객관식,긍정형,말하기+한국사회,1
46398,사전평가,2단계,객관식,긍정형,문화,2
46399,사전평가,1단계,객관식,해당없음,말하기,4
46400,중간평가,1단계,작문형,부정형,말하기+한국사회,1
46401,영주용종합평가,1단계,객관식,긍정형,말하기,2
46402,사전평가,2단계,작문형,긍정형,말하기+한국문화,4
46403,사전평가,1단계,객관식,부정형,문화,1
46404,사전평가,2단계,단답형,긍정형,문법,4
46405,사전평가,4단계,객관식,긍정형,담화,2
46406,사전평가,3단계,단답형,해당없음,발음,2
46407,사전평가,5단계-한국사회-심화,객관식,해당없음,말하기,3
46408,사전평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,3
46409,사전평가,1단계,객관식,부정형,말하기+한국문화,1
46410,귀화용종합평가,2단계,구술형,긍정형,대한민국 국민의 기본 소양,3
46411,영주용종합평가,4단계,객관식,긍정형,발음,1
46412,사전평가,3단계,구술형,부정형,담화,2
46413,사전평가,2단계,작문형,부정형,읽기,3
46414,사전평가,1단계,객관식,부정형,읽기,2
46415,사전평가,1단계,단답형,해당없음,어휘,1
46416,귀화용종합평가,1단계,객관식,부정형,대한민국 국민의 기본 소양,4
46417,영주용종합평가,2단계,객관식,긍정형,발음,1
46418,사전평가,2단계,객관식,부정형,담화,3
46419,사전평가,2단계,객관식,해당없음,말하기+문화,2
46420,사전평가,1단계,객관식,해당없음,말하기+한국사회,1
46421,사전평가,2단계,객관식,긍정형,문법,4
46422,사전평가,1단계,객관식,해당없음,어휘,2
46423,사전평가,3단계,객관식,해당없음,대한민국 국민의 기본 소양,2
46424,사전평가,3단계,객관식,긍정형,말하기,3
46425,중간평가,1단계,구술형,부정형,말하기,1
46426,사전평가,2단계,객관식,긍정형,말하기+문화,2
46427,사전평가,4단계,객관식,긍정형,대한민국 국민의 기본 소양,1
46428,사전평가,1단계,객관식,부정형,말하기,1
46429,사전평가,2단계,객관식,부정형,말하기+문화,2
46430,중간평가,1단계,객관식,긍정형,말하기+한국문화,4
46431,사전평가,1단계,객관식,긍정형,문법,2
46432,귀화용종합평가,1단계,작문형,긍정형,말하기+한국사회,3
46433,영주용종합평가,2단계,객관식,부정형,문화,4
46434,사전평가,2단계,작문형,부정형,발음,2
46435,사전평가,2단계,단답형,긍정형,말하기+한국사회,2
46436,중간평가,2단계,객관식,해당없음,대한민국 국민의 기본 소양,2
46437,중간평가,3단계,객관식,해당없음,문화,4
46438,영주용종합평가,1단계,객관식,긍정형,발음,2
46439,귀화용종합평가,2단계,객관식,해당없음,어휘,1
46440,사전평가,2단계,단답형,부정형,말하기+한국문화,4
46441,사전평가,3단계,객관식,해당없음,어휘,3
46442,사전평가,4단계,객관식,해당없음,대한민국 국민의 기본 소양,2
46443,사전평가,3단계,단답형,해당없음,문화,3
46444,사전평가,1단계,객관식,부정형,말하기,2
46445,사전평가,5단계-한국사회-심화,객관식,해당없음,문법,3
46446,사전평가,1단계,객관식,부정형,어휘,1
46447,영주용종합평가,2단계,객관식,해당없음,말하기+한국문화,3
46448,사전평가,1단계,객관식,긍정형,말하기+문화,2
46449,사전평가,2단계,객관식,긍정형,어휘,2
46450,사전평가,3단계,작문형,긍정형,말하기+문화,4
46451,사전평가,2단계,객관식,긍정형,담화,3
46452,중간평가,5단계-한국사회-기본,객관식,긍정형,쓰기,1
46453,사전평가,2단계,객관식,해당없음,읽기,1
46454,사전평가,4단계,작문형,해당없음,담화,4
46455,사전평가,4단계,객관식,긍정형,쓰기,4
46456,귀화용종합평가,2단계,객관식,긍정형,담화,1
46457,중간평가,2단계,단답형,해당없음,말하기+한국문화,4
46458,사전평가,1단계,객관식,부정형,대한민국 국민의 기본 소양,2
46459,사전평가,3단계,단답형,부정형,말하기+한국사회,2
46460,사전평가,1단계,작문형,긍정형,말하기+한국문화,1
46461,사전평가,2단계,객관식,해당없음,어휘,3
46462,영주용종합평가,4단계,단답형,해당없음,문법,4
46463,사전평가,1단계,객관식,부정형,문화,1
46464,영주용종합평가,1단계,작문형,부정형,쓰기,1
46465,귀화용종합평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,1
46466,사전평가,1단계,객관식,긍정형,읽기,1
46467,사전평가,1단계,객관식,부정형,발음,2
46468,사전평가,1단계,객관식,해당없음,발음,1
46469,사전평가,2단계,객관식,부정형,말하기+한국문화,1
46470,사전평가,2단계,객관식,부정형,문법,4
46471,사전평가,1단계,객관식,해당없음,문법,3
46472,사전평가,2단계,객관식,부정형,읽기,2
46473,사전평가,1단계,객관식,해당없음,말하기+한국사회,3
46474,영주용종합평가,3단계,객관식,긍정형,담화,2
46475,사전평가,5단계-한국사회-심화,객관식,긍정형,쓰기,1
46476,귀화용종합평가,5단계-한국사회-기본,객관식,긍정형,발음,1
46477,사전평가,2단계,단답형,부정형,말하기+문화,1
46478,중간평가,1단계,작문형,해당없음,말하기+문화,4
46479,사전평가,1단계,객관식,부정형,문화,3
46480,귀화용종합평가,2단계,객관식,긍정형,문법,1
46481,귀화용종합평가,2단계,객관식,해당없음,문법,4
46482,사전평가,1단계,객관식,긍정형,담화,1
46483,사전평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,1
46484,영주용종합평가,1단계,객관식,부정형,문화,2
46485,사전평가,5단계-한국사회-기본,객관식,부정형,말하기,4
46486,귀화용종합평가,2단계,객관식,해당없음,말하기,2
46487,영주용종합평가,2단계,객관식,긍정형,쓰기,2
46488,영주용종합평가,1단계,구술형,긍정형,문화,1
46489,사전평가,1단계,객관식,해당없음,말하기,4
46490,중간평가,2단계,객관식,부정형,말하기+한국문화,3
46491,사전평가,3단계,객관식,해당없음,어휘,4
46492,사전평가,1단계,객관식,부정형,말하기+한국사회,4
46493,사전평가,3단계,객관식,부정형,쓰기,1
46494,영주용종합평가,2단계,객관식,부정형,말하기+한국문화,2
46495,사전평가,1단계,객관식,부정형,말하기+한국문화,3
46496,중간평가,2단계,객관식,해당없음,문화,1
46497,사전평가,3단계,객관식,해당없음,문법,3
46498,사전평가,2단계,객관식,해당없음,발음,2
46499,사전평가,2단계,객관식,긍정형,담화,2
46500,사전평가,1단계,작문형,부정형,말하기,2
46501,사전평가,2단계,객관식,긍정형,말하기,2
46502,귀화용종합평가,4단계,객관식,긍정형,문법,3
46503,사전평가,2단계,구술형,긍정형,문법,4
46504,사전평가,1단계,객관식,부정형,문화,2
46505,영주용종합평가,5단계-한국사회-심화,단답형,긍정형,담화,3
46506,사전평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,4
46507,사전평가,3단계,객관식,부정형,어휘,4
46508,사전평가,1단계,객관식,부정형,읽기,3
46509,사전평가,1단계,작문형,긍정형,문화,3
46510,사전평가,1단계,객관식,긍정형,말하기+한국문화,4
46511,사전평가,2단계,객관식,부정형,문법,3
46512,사전평가,1단계,객관식,긍정형,대한민국 국민의 기본 소양,1
46513,영주용종합평가,1단계,객관식,해당없음,담화,2
46514,귀화용종합평가,2단계,객관식,부정형,쓰기,4
46515,중간평가,2단계,객관식,긍정형,담화,2
46516,사전평가,1단계,객관식,부정형,말하기+한국문화,4
46517,영주용종합평가,1단계,객관식,긍정형,말하기+한국사회,1
46518,귀화용종합평가,2단계,객관식,해당없음,말하기,4
46519,사전평가,3단계,객관식,부정형,문법,2
46520,사전평가,3단계,객관식,긍정형,쓰기,3
46521,사전평가,3단계,객관식,긍정형,발음,3
46522,사전평가,1단계,작문형,긍정형,담화,2
46523,사전평가,1단계,구술형,부정형,담화,2
46524,영주용종합평가,3단계,객관식,긍정형,대한민국 국민의 기본 소양,1
46525,사전평가,2단계,객관식,해당없음,말하기,2
46526,사전평가,2단계,객관식,부정형,어휘,4
46527,사전평가,3단계,작문형,부정형,대한민국 국민의 기본 소양,4
46528,사전평가,1단계,객관식,긍정형,문법,2
46529,사전평가,4단계,구술형,긍정형,말하기+한국문화,3
46530,중간평가,3단계,구술형,긍정형,어휘,2
46531,사전평가,1단계,객관식,긍정형,대한민국 국민의 기본 소양,3
46532,귀화용종합평가,2단계,구술형,해당없음,말하기+한국사회,3
46533,사전평가,2단계,객관식,부정형,읽기,2
46534,사전평가,1단계,객관식,긍정형,대한민국 국민의 기본 소양,3
46535,사전평가,4단계,객관식,해당없음,쓰기,2
46536,사전평가,1단계,객관식,긍정형,말하기+한국사회,3
46537,중간평가,2단계,객관식,해당없음,어휘,1
46538,사전평가,2단계,객관식,긍정형,말하기,2
46539,사전평가,2단계,단답형,부정형,대한민국 국민의 기본 소양,1
46540,영주용종합평가,2단계,객관식,부정형,읽기,4
46541,귀화용종합평가,1단계,객관식,부정형,말하기+한국문화,1
46542,사전평가,1단계,객관식,부정형,문법,1
46543,사전평가,1단계,객관식,긍정형,대한민국 국민의 기본 소양,3
46544,중간평가,1단계,단답형,해당없음,발음,4
46545,사전평가,3단계,객관식,해당없음,말하기,3
46546,영주용종합평가,2단계,객관식,긍정형,말하기+한국문화,2
46547,사전평가,1단계,객관식,해당없음,문화,4
46548,사전평가,3단계,객관식,해당없음,어휘,1
46549,사전평가,5단계-한국사회-심화,단답형,긍정형,읽기,4
46550,사전평가,1단계,객관식,부정형,어휘,4
46551,귀화용종합평가,3단계,객관식,해당없음,발음,2
46552,사전평가,1단계,작문형,해당없음,말하기,4
46553,사전평가,1단계,객관식,해당없음,문화,1
46554,귀화용종합평가,2단계,객관식,부정형,문화,4
46555,사전평가,3단계,객관식,부정형,발음,4
46556,사전평가,2단계,객관식,긍정형,문법,4
46557,사전평가,1단계,객관식,부정형,담화,4
46558,영주용종합평가,4단계,단답형,부정형,문화,1
46559,중간평가,2단계,객관식,긍정형,읽기,4
46560,사전평가,2단계,객관식,긍정형,말하기+한국문화,1
46561,영주용종합평가,3단계,객관식,긍정형,담화,4
46562,영주용종합평가,5단계-한국사회-기본,객관식,부정형,발음,4
46563,사전평가,2단계,객관식,긍정형,말하기,2
46564,귀화용종합평가,2단계,객관식,해당없음,말하기+한국문화,4
46565,영주용종합평가,2단계,객관식,부정형,쓰기,4
46566,사전평가,1단계,객관식,부정형,문법,2
46567,사전평가,3단계,구술형,긍정형,문화,3
46568,사전평가,2단계,구술형,해당없음,읽기,2
46569,영주용종합평가,2단계,객관식,부정형,읽기,1
46570,중간평가,1단계,객관식,해당없음,발음,4
46571,사전평가,3단계,작문형,긍정형,읽기,3
46572,귀화용종합평가,5단계-한국사회-심화,객관식,긍정형,대한민국 국민의 기본 소양,4
46573,영주용종합평가,1단계,객관식,긍정형,발음,2
46574,사전평가,4단계,작문형,해당없음,어휘,1
46575,사전평가,3단계,객관식,해당없음,발음,4
46576,영주용종합평가,3단계,객관식,부정형,대한민국 국민의 기본 소양,4
46577,중간평가,2단계,객관식,해당없음,발음,1
46578,사전평가,3단계,객관식,긍정형,말하기+한국사회,3
46579,사전평가,4단계,객관식,부정형,담화,3
46580,사전평가,1단계,단답형,해당없음,담화,2
46581,귀화용종합평가,5단계-한국사회-기본,객관식,해당없음,읽기,1
46582,사전평가,1단계,객관식,부정형,문법,3
46583,사전평가,1단계,단답형,부정형,어휘,1
46584,사전평가,1단계,객관식,부정형,어휘,4
46585,귀화용종합평가,1단계,객관식,긍정형,말하기,1
46586,사전평가,3단계,객관식,부정형,말하기+한국사회,3
46587,사전평가,2단계,객관식,긍정형,말하기,1
46588,사전평가,2단계,객관식,해당없음,쓰기,4
46589,귀화용종합평가,2단계,객관식,부정형,쓰기,1
46590,사전평가,2단계,객관식,긍정형,발음,4
46591,사전평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,1
46592,사전평가,1단계,단답형,긍정형,말하기+한국사회,3
46593,사전평가,3단계,객관식,긍정형,담화,3
46594,영주용종합평가,3단계,객관식,해당없음,대한민국 국민의 기본 소양,3
46595,사전평가,2단계,객관식,긍정형,말하기+한국문화,1
46596,사전평가,1단계,객관식,긍정형,읽기,3
46597,사전평가,1단계,객관식,해당없음,어휘,1
46598,사전평가,4단계,작문형,긍정형,쓰기,1
46599,사전평가,1단계,객관식,해당없음,문화,3
46600,귀화용종합평가,4단계,객관식,부정형,문법,4
46601,사전평가,3단계,단답형,해당없음,쓰기,3
46602,사전평가,2단계,객관식,해당없음,쓰기,2
46603,사전평가,5단계-한국사회-기본,객관식,부정형,쓰기,4
46604,사전평가,2단계,단답형,부정형,문법,3
46605,귀화용종합평가,1단계,구술형,해당없음,말하기+한국사회,3
46606,사전평가,2단계,객관식,부정형,발음,4
46607,사전평가,4단계,객관식,해당없음,어휘,1
46608,사전평가,3단계,객관식,부정형,말하기+한국문화,1
46609,사전평가,3단계,객관식,긍정형,대한민국 국민의 기본 소양,2
46610,영주용종합평가,2단계,객관식,긍정형,말하기,4
46611,사전평가,1단계,단답형,긍정형,말하기,4
46612,사전평가,2단계,객관식,긍정형,말하기+한국문화,3
46613,사전평가,2단계,객관식,부정형,어휘,3
46614,사전평가,1단계,객관식,긍정형,문법,3
46615,사전평가,3단계,객관식,해당없음,말하기+문화,1
46616,사전평가,3단계,구술형,긍정형,대한민국 국민의 기본 소양,2
46617,중간평가,5단계-한국사회-기본,구술형,부정형,대한민국 국민의 기본 소양,3
46618,사전평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,3
46619,귀화용종합평가,3단계,객관식,부정형,말하기+한국문화,1
46620,귀화용종합평가,2단계,객관식,부정형,말하기,4
46621,영주용종합평가,3단계,객관식,부정형,읽기,4
46622,중간평가,3단계,구술형,부정형,쓰기,4
46623,사전평가,1단계,단답형,부정형,말하기+문화,2
46624,사전평가,1단계,객관식,긍정형,말하기+한국문화,4
46625,사전평가,1단계,객관식,부정형,읽기,2
46626,사전평가,1단계,객관식,해당없음,문화,1
46627,사전평가,2단계,객관식,부정형,말하기+문화,4
46628,영주용종합평가,3단계,객관식,부정형,대한민국 국민의 기본 소양,1
46629,영주용종합평가,2단계,객관식,긍정형,읽기,4
46630,사전평가,1단계,객관식,해당없음,문화,4
46631,사전평가,3단계,단답형,해당없음,말하기+문화,4
46632,영주용종합평가,3단계,객관식,부정형,쓰기,4
46633,사전평가,2단계,객관식,긍정형,문법,4
46634,사전평가,2단계,작문형,긍정형,쓰기,1
46635,사전평가,3단계,구술형,부정형,문법,1
46636,사전평가,5단계-한국사회-기본,단답형,해당없음,말하기+한국문화,3
46637,사전평가,1단계,객관식,해당없음,문법,1
46638,사전평가,1단계,객관식,긍정형,쓰기,4
46639,사전평가,3단계,단답형,긍정형,읽기,3
46640,귀화용종합평가,1단계,객관식,해당없음,발음,4
46641,사전평가,3단계,객관식,해당없음,쓰기,4
46642,사전평가,5단계-한국사회-기본,단답형,해당없음,대한민국 국민의 기본 소양,1
46643,사전평가,1단계,구술형,해당없음,쓰기,2
46644,귀화용종합평가,3단계,객관식,부정형,대한민국 국민의 기본 소양,3
46645,사전평가,2단계,객관식,긍정형,말하기+문화,4
46646,귀화용종합평가,1단계,객관식,해당없음,어휘,4
46647,사전평가,3단계,객관식,부정형,발음,1
46648,사전평가,1단계,객관식,긍정형,문법,2
46649,사전평가,2단계,객관식,부정형,어휘,2
46650,사전평가,1단계,객관식,해당없음,어휘,3
46651,사전평가,3단계,객관식,긍정형,말하기+문화,1
46652,중간평가,1단계,객관식,해당없음,대한민국 국민의 기본 소양,1
46653,귀화용종합평가,1단계,객관식,긍정형,말하기+한국문화,3
46654,사전평가,1단계,작문형,부정형,말하기+한국사회,1
46655,사전평가,3단계,객관식,부정형,문화,2
46656,사전평가,2단계,객관식,부정형,담화,3
46657,사전평가,1단계,객관식,부정형,어휘,3
46658,사전평가,3단계,객관식,긍정형,쓰기,4
46659,영주용종합평가,2단계,객관식,부정형,말하기+문화,2
46660,사전평가,3단계,객관식,긍정형,말하기+문화,4
46661,사전평가,3단계,단답형,긍정형,대한민국 국민의 기본 소양,1
46662,사전평가,5단계-한국사회-기본,작문형,부정형,말하기,2
46663,사전평가,1단계,객관식,해당없음,말하기+문화,4
46664,사전평가,3단계,객관식,해당없음,어휘,4
46665,사전평가,2단계,객관식,해당없음,쓰기,3
46666,사전평가,5단계-한국사회-기본,구술형,긍정형,말하기,4
46667,영주용종합평가,1단계,객관식,긍정형,담화,1
46668,사전평가,2단계,객관식,긍정형,말하기+문화,3
46669,사전평가,2단계,객관식,해당없음,발음,2
46670,사전평가,2단계,객관식,해당없음,발음,2
46671,귀화용종합평가,1단계,객관식,긍정형,어휘,1
46672,중간평가,2단계,객관식,해당없음,말하기+한국사회,3
46673,사전평가,5단계-한국사회-기본,객관식,긍정형,문법,3
46674,귀화용종합평가,2단계,객관식,해당없음,말하기+한국문화,3
46675,사전평가,1단계,객관식,긍정형,읽기,4
46676,중간평가,4단계,단답형,부정형,말하기,2
46677,귀화용종합평가,1단계,객관식,긍정형,말하기+문화,2
46678,사전평가,1단계,단답형,해당없음,읽기,2
46679,사전평가,1단계,객관식,부정형,말하기+문화,3
46680,사전평가,3단계,작문형,긍정형,어휘,3
46681,사전평가,3단계,객관식,해당없음,발음,2
46682,사전평가,1단계,구술형,긍정형,쓰기,1
46683,사전평가,1단계,구술형,해당없음,말하기+한국사회,4
46684,사전평가,5단계-한국사회-기본,객관식,긍정형,어휘,2
46685,사전평가,2단계,구술형,해당없음,대한민국 국민의 기본 소양,1
46686,사전평가,1단계,객관식,해당없음,어휘,2
46687,사전평가,1단계,구술형,해당없음,읽기,1
46688,사전평가,1단계,객관식,해당없음,발음,4
46689,사전평가,2단계,객관식,해당없음,말하기+한국사회,3
46690,사전평가,4단계,객관식,부정형,읽기,3
46691,사전평가,3단계,객관식,해당없음,읽기,4
46692,사전평가,5단계-한국사회-심화,객관식,해당없음,쓰기,4
46693,사전평가,3단계,구술형,해당없음,말하기+한국사회,3
46694,영주용종합평가,3단계,객관식,해당없음,대한민국 국민의 기본 소양,2
46695,사전평가,3단계,작문형,해당없음,말하기+한국사회,3
46696,사전평가,1단계,객관식,부정형,말하기+한국사회,1
46697,사전평가,3단계,단답형,부정형,대한민국 국민의 기본 소양,4
46698,중간평가,3단계,객관식,긍정형,말하기+한국문화,1
46699,사전평가,1단계,구술형,긍정형,말하기+한국사회,2
46700,사전평가,3단계,객관식,부정형,말하기,1
46701,중간평가,1단계,객관식,부정형,말하기+한국문화,3
46702,사전평가,5단계-한국사회-심화,객관식,해당없음,말하기,2
46703,사전평가,3단계,객관식,긍정형,말하기+한국문화,2
46704,사전평가,2단계,객관식,부정형,쓰기,1
46705,영주용종합평가,1단계,구술형,긍정형,읽기,4
46706,사전평가,2단계,객관식,긍정형,어휘,3
46707,사전평가,1단계,객관식,해당없음,말하기+한국사회,1
46708,사전평가,2단계,단답형,해당없음,말하기+문화,1
46709,영주용종합평가,1단계,작문형,부정형,문화,4
46710,사전평가,5단계-한국사회-기본,객관식,부정형,어휘,2
46711,사전평가,1단계,객관식,해당없음,문화,4
46712,영주용종합평가,1단계,단답형,긍정형,문법,4
46713,사전평가,2단계,구술형,해당없음,발음,4
46714,사전평가,2단계,단답형,해당없음,발음,4
46715,사전평가,2단계,구술형,해당없음,쓰기,2
46716,사전평가,1단계,객관식,긍정형,문법,4
46717,사전평가,1단계,객관식,긍정형,말하기,2
46718,사전평가,4단계,구술형,해당없음,담화,3
46719,사전평가,1단계,객관식,부정형,담화,4
46720,사전평가,3단계,객관식,해당없음,읽기,2
46721,중간평가,3단계,작문형,해당없음,어휘,3
46722,사전평가,1단계,객관식,부정형,말하기,4
46723,중간평가,2단계,객관식,해당없음,말하기+문화,4
46724,사전평가,2단계,작문형,긍정형,읽기,2
46725,영주용종합평가,2단계,구술형,부정형,말하기,1
46726,사전평가,2단계,객관식,부정형,말하기,3
46727,사전평가,4단계,객관식,부정형,발음,1
46728,사전평가,2단계,작문형,해당없음,말하기+한국사회,3
46729,사전평가,2단계,객관식,부정형,문법,2
46730,중간평가,2단계,객관식,긍정형,쓰기,4
46731,사전평가,2단계,객관식,부정형,말하기+한국사회,3
46732,사전평가,2단계,구술형,부정형,대한민국 국민의 기본 소양,4
46733,사전평가,1단계,객관식,부정형,어휘,1
46734,사전평가,2단계,객관식,부정형,문법,2
46735,사전평가,1단계,객관식,해당없음,문화,3
46736,사전평가,2단계,객관식,긍정형,쓰기,1
46737,사전평가,2단계,객관식,부정형,담화,4
46738,사전평가,3단계,객관식,부정형,말하기+한국사회,3
46739,사전평가,4단계,객관식,긍정형,대한민국 국민의 기본 소양,2
46740,사전평가,3단계,작문형,긍정형,말하기,1
46741,중간평가,1단계,단답형,긍정형,담화,2
46742,사전평가,4단계,객관식,해당없음,말하기+문화,3
46743,사전평가,1단계,객관식,부정형,문법,1
46744,영주용종합평가,4단계,객관식,부정형,말하기,4
46745,사전평가,1단계,객관식,부정형,문법,3
46746,귀화용종합평가,2단계,객관식,부정형,담화,3
46747,사전평가,5단계-한국사회-심화,단답형,해당없음,말하기+한국사회,4
46748,귀화용종합평가,4단계,구술형,긍정형,말하기,3
46749,사전평가,2단계,객관식,해당없음,말하기+한국사회,3
46750,사전평가,2단계,단답형,긍정형,문법,3
46751,사전평가,3단계,객관식,부정형,담화,2
46752,사전평가,5단계-한국사회-심화,단답형,긍정형,말하기+문화,2
